record_id,asset_id,asset_type,station,route,last_service_date,days_since_service,fault_type,fault_count_30d,health_score,health_status,technician_note,recommended_action,temperature_celsius,vibration_level,oil_pressure_bar,fuel_efficiency_pct,axle_temp_celsius,wheel_profile_mm,pad_thickness_mm,brake_cylinder_pressure_bar,stopping_distance_m,response_time_ms,voltage_output_v,contact_resistance_ohm,rail_wear_mm,gauge_deviation_mm,ballast_void_pct,motor_current_a,cycle_time_seconds,sensor_reliability_pct
da6f0a14-c1ea-4075-b470-983a0d59eaff,BG-1017,bogie,Batticaloa,Colombo Fort - Matara,2026-07-04,68,none,0,82.8,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue normal inspection schedule. Next check in 30 days.,,2.33,,,31.8,130.5,,,,,,,,,,,,
114e0018-b4d5-45de-a99b-6b194370152b,LC-1006,level_crossing,Badulla,Colombo Fort - Matara,2026-05-10,123,none,0,68.57,AMBER,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Inspect gate mechanism and sensors within 3 days.,,,,,,,,,,,,,,,,3.64,11.3,91.6
7b5bc9d6-c7c4-4f26-90d0-ba61fec5ccdd,PG-1006,platform_gate,Maho,Colombo Fort - Matara,2026-06-04,98,none,0,78.91,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue routine operational checks.,,,,,,,,,,,,,,,,3.26,10.5,90.6
d8be0605-6c57-4f6a-9c7b-0275fcc8a2e6,BG-1018,bogie,Aluthgama,Colombo Fort - Trincomalee,2026-03-28,166,none,0,65.96,AMBER,Routine inspection completed. No issues found. All readings within normal range.,Inspect wheel profile and axle bearings within 7 days.,,3.19,,,48.4,129.9,,,,,,,,,,,,
8d244896-62d2-4849-9bd7-aa9618f1899f,LC-1007,level_crossing,Badulla,Colombo Fort - Kandy,2026-04-29,134,none,0,75.44,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue routine operational checks.,,,,,,,,,,,,,,,,3.5,11.9,89.0
b24d3362-3d96-4357-8ba2-30422ecf2a68,BR-1012,brake_system,Anuradhapura,Colombo Fort - Jaffna,2026-04-04,159,none,0,62.75,AMBER,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Inspect brake pads and cylinders within 3 days. Test stopping distance.,,,,,,,11.2,6.11,279,,,,,,,,,
0045e9df-0a22-4cf6-a4ce-280c9c62462f,PG-1007,platform_gate,Kalutara,Kandy - Badulla,2026-05-09,124,none,0,76.17,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue routine operational checks.,,,,,,,,,,,,,,,,3.48,10.1,89.7
bbf82679-4ea0-487d-a446-ae30ab773d31,SG-1019,signal_unit,Nanu Oya,Colombo Fort - Kandy,2026-04-01,162,none,0,70.43,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal monitoring schedule.,,,,,,,,,,208,22.8,0.291,,,,,,
57026a06-ce63-45db-a4b4-0eafe3ea6cc8,TR-1013,track_section,Vavuniya,Colombo Fort - Jaffna,2026-06-07,95,none,0,79.35,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue routine geometry inspections.,,,,,,,,,,,,,2.99,1.57,6.1,,,
648907ed-66af-41ab-ab5a-097715021226,DE-1010,diesel_engine,Jaffna,Colombo Fort - Badulla,2026-04-05,158,none,0,62.05,AMBER,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Schedule inspection within 7 days. Check oil and cooling system.,92.1,3.82,3.83,81.5,,,,,,,,,,,,,,
e0137fa9-ad6f-4810-9f15-79322f0bd76b,LC-1008,level_crossing,Aluthgama,Colombo Fort - Matara,2026-08-01,40,sensor_fault,5,51.84,AMBER,Sensor output voltage drifting by 0.5V. Sensor unit replaced. System verified correct.,Inspect gate mechanism and sensors within 3 days.,,,,,,,,,,,,,,,,4.19,15.0,86.2
b4010d30-9c84-4c24-9500-4e13834a92c0,EL-1012,electric_loco,Hatton,Colombo Fort - Trincomalee,2026-05-10,123,inverter_fault,3,47.92,AMBER,DC link voltage ripple excessive during load. Two capacitors replaced in bank.,Check electrical systems within 5 days. Run full diagnostic cycle.,90.0,4.2,3.04,86.9,,,,,,,,,,,,,,
e361c81c-2e9a-49ed-96bc-a7191e673789,BG-1019,bogie,Moratuwa,Colombo Fort - Trincomalee,2026-03-19,175,none,0,76.67,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal inspection schedule. Next check in 30 days.,,2.29,,,47.6,129.6,,,,,,,,,,,,
53acd63c-8da6-4192-b6ed-601244c0589f,TR-1014,track_section,Maho,Colombo Fort - Matara,2026-06-12,90,sleeper_rot,2,64.26,AMBER,Timber sleeper rot detected in 8 consecutive sleepers. All replaced with concrete sleepers.,Schedule track geometry check within 5 days. Inspect rail joints.,,,,,,,,,,,,,5.13,2.41,9.4,,,
50e6d7a3-900d-40a2-b0ab-0a7f89a38715,BG-1020,bogie,Badulla,Colombo Fort - Kandy,2026-04-15,148,none,0,77.77,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue normal inspection schedule. Next check in 30 days.,,3.0,,,45.3,132.6,,,,,,,,,,,,
1f302cbc-f720-4124-847c-6b534298c2a4,DE-1011,diesel_engine,Hambantota,Colombo Fort - Jaffna,2026-04-28,135,none,0,72.08,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal scheduled maintenance. Next service in 30 days.,89.3,3.79,3.55,88.1,,,,,,,,,,,,,,
93afa6e1-7400-4a98-98be-de74364d5220,TR-1015,track_section,Badulla,Colombo Fort - Kandy,2026-08-05,36,none,0,88.15,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue routine geometry inspections.,,,,,,,,,,,,,1.54,1.39,3.2,,,
22a8da03-e765-4b42-9139-c369bf8aacd1,BG-1021,bogie,Batticaloa,Colombo Fort - Badulla,2026-09-07,3,none,0,90.02,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue normal inspection schedule. Next check in 30 days.,,1.77,,,43.2,133.5,,,,,,,,,,,,
8f20d1dc-233f-4829-a7c8-632fd8d749c8,TR-1016,track_section,Peradeniya,Colombo Fort - Kandy,2026-03-22,172,none,0,62.43,AMBER,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Schedule track geometry check within 5 days. Inspect rail joints.,,,,,,,,,,,,,5.53,3.1,9.0,,,
13b8b238-3f54-41fd-90fc-a2cf39ce6a90,SG-1020,signal_unit,Kalutara,Colombo Fort - Trincomalee,2026-05-15,118,none,0,71.15,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal monitoring schedule.,,,,,,,,,,196,23.3,0.312,,,,,,
f157482e-2b82-4564-beaa-3187c2d615db,PG-1008,platform_gate,Gampaha,Colombo Fort - Kandy,2026-07-12,60,none,0,94.31,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue routine operational checks.,,,,,,,,,,,,,,,,2.94,9.1,96.0
80fd5fcd-ab06-45a6-90b1-e16884bd0a3e,BG-1022,bogie,Hikkaduwa,Kandy - Badulla,2026-08-02,39,none,0,81.26,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal inspection schedule. Next check in 30 days.,,1.69,,,39.0,130.4,,,,,,,,,,,,
90bd15e4-270b-4f7a-afb7-61661acb9605,DE-1012,diesel_engine,Peradeniya,Colombo Fort - Galle,2026-05-20,113,none,0,68.31,AMBER,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Schedule inspection within 7 days. Check oil and cooling system.,89.5,3.69,3.9,85.4,,,,,,,,,,,,,,
d656ba21-9497-4409-9737-18b9bdc22b7e,DE-1013,diesel_engine,Anuradhapura,Colombo Fort - Galle,2026-08-10,31,none,0,90.82,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal scheduled maintenance. Next service in 30 days.,78.0,2.15,4.55,90.8,,,,,,,,,,,,,,
e51cd2f5-1b5f-4cbb-8dd5-344477fc9ebe,BG-1023,bogie,Veyangoda,Colombo Fort - Trincomalee,2026-04-19,144,suspension_worn,5,35.81,RED,Coil spring sag of 12mm beyond tolerance. Springs replaced. Ride height restored to spec.,Withdraw asset from service. Full bogie overhaul required. See Bogie Guide Section 5.,,5.37,,,73.0,126.0,,,,,,,,,,,,
0272f155-444d-4d5d-87d7-becb6e2f0706,TR-1017,track_section,Panadura,Colombo Fort - Kandy,2026-07-02,70,none,0,80.07,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue routine geometry inspections.,,,,,,,,,,,,,2.55,1.72,7.0,,,
4ec945ab-ad0a-4dd2-a35c-0a454d55da96,DE-1014,diesel_engine,Peradeniya,Colombo Fort - Trincomalee,2026-07-12,60,none,0,88.1,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue normal scheduled maintenance. Next service in 30 days.,82.7,2.24,4.35,91.1,,,,,,,,,,,,,,
6876437e-3d32-407a-832e-fdf47c988632,SG-1021,signal_unit,Galle,Colombo Fort - Badulla,2026-06-10,92,none,0,84.25,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue normal monitoring schedule.,,,,,,,,,,175,23.5,0.174,,,,,,
8391e6bf-e73a-4e54-96b8-e998d53e48b6,BG-1024,bogie,Kalutara,Colombo Fort - Kandy,2026-08-26,15,none,0,95.53,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue normal inspection schedule. Next check in 30 days.,,0.77,,,42.4,135.3,,,,,,,,,,,,
968aad8e-1269-4ca0-982e-1096a0a2a4a8,DE-1015,diesel_engine,Ragama,Colombo Fort - Jaffna,2026-04-08,155,starter_failure,3,50.67,AMBER,Intermittent starting issues. Traced to corroded battery terminals. Cleaned and torqued.,Schedule inspection within 7 days. Check oil and cooling system.,94.4,4.16,3.45,81.5,,,,,,,,,,,,,,
e10ecd5c-ae05-4394-9469-041a70ae2138,DE-1016,diesel_engine,Ambalangoda,Colombo Fort - Kandy,2026-03-27,167,none,0,72.87,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue normal scheduled maintenance. Next service in 30 days.,87.8,2.65,3.87,88.7,,,,,,,,,,,,,,
e69fd390-f618-4a5a-b899-d1ae9cdfc9d3,BG-1025,bogie,Trincomalee,Colombo Fort - Badulla,2026-05-31,102,none,0,82.36,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue normal inspection schedule. Next check in 30 days.,,2.27,,,42.7,131.5,,,,,,,,,,,,
bc342fe0-561d-4031-96af-d723a5d6d2e7,SG-1022,signal_unit,Galle,Colombo Fort - Kandy,2026-08-18,23,none,0,93.04,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue normal monitoring schedule.,,,,,,,,,,143,23.7,0.069,,,,,,
5c5ae12d-24e1-481c-9f05-8ad502ff1120,DE-1017,diesel_engine,Hambantota,Colombo Fort - Matara,2026-06-18,84,none,0,72.39,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal scheduled maintenance. Next service in 30 days.,90.7,3.45,3.73,87.0,,,,,,,,,,,,,,
2a8bc506-addd-4d34-af61-098f66b0aecc,BR-1013,brake_system,Peradeniya,Colombo Fort - Kandy,2026-04-16,147,none,0,69.68,AMBER,Monthly service carried out. Fluid levels checked. All systems operating normally.,Inspect brake pads and cylinders within 3 days. Test stopping distance.,,,,,,,14.4,6.18,292,,,,,,,,,
eba241e0-0d70-44df-bb00-4bd529b7374b,BG-1026,bogie,Polonnaruwa,Colombo Fort - Jaffna,2026-04-17,146,suspension_worn,5,43.99,AMBER,Coil spring sag of 12mm beyond tolerance. Springs replaced. Ride height restored to spec.,Inspect wheel profile and axle bearings within 7 days.,,5.45,,,64.6,125.5,,,,,,,,,,,,
03aa6b4e-2675-4078-91b8-c02aeca28aa2,BR-1014,brake_system,Aluthgama,Colombo Fort - Trincomalee,2026-03-17,177,none,0,60.8,AMBER,Routine inspection completed. No issues found. All readings within normal range.,Inspect brake pads and cylinders within 3 days. Test stopping distance.,,,,,,,13.2,6.14,294,,,,,,,,,
6c9e1c4e-34e7-4890-8423-4dc8389d4814,EL-1013,electric_loco,Veyangoda,Colombo Fort - Matara,2026-03-26,168,none,0,71.25,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue normal service cycle. No action required.,90.6,3.56,4.11,86.9,,,,,,,,,,,,,,
0f9f3c50-830a-4692-8f2f-b5950f04aa83,BG-1027,bogie,Badulla,Colombo Fort - Jaffna,2026-08-01,40,none,0,86.8,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue normal inspection schedule. Next check in 30 days.,,1.04,,,40.7,132.8,,,,,,,,,,,,
0f365585-c9a4-4ea8-b90a-ee1c039bc412,EL-1014,electric_loco,Polonnaruwa,Colombo Fort - Matara,2026-08-29,12,none,0,91.98,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue normal service cycle. No action required.,83.0,1.66,4.32,89.9,,,,,,,,,,,,,,
9abd515c-2d9b-43fa-a9bd-47d273e7ea27,BG-1028,bogie,Gampaha,Colombo Fort - Jaffna,2026-03-21,173,none,0,74.46,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue normal inspection schedule. Next check in 30 days.,,2.0,,,49.5,132.1,,,,,,,,,,,,
ac11b579-7493-4544-aa97-2713f2fd1198,DE-1018,diesel_engine,Kurunegala,Colombo Fort - Jaffna,2026-07-18,54,none,0,87.41,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue normal scheduled maintenance. Next service in 30 days.,80.9,2.01,4.36,91.1,,,,,,,,,,,,,,
14d5736e-7b0c-4391-a36a-be326df0337e,EL-1015,electric_loco,Hatton,Colombo Fort - Matara,2026-03-14,180,none,0,58.07,AMBER,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Check electrical systems within 5 days. Run full diagnostic cycle.,92.3,3.83,3.61,83.5,,,,,,,,,,,,,,
c6816bcd-814e-4f5c-995e-5a8aff651757,LC-1009,level_crossing,Jaffna,Colombo Fort - Jaffna,2026-04-16,147,none,0,65.15,AMBER,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Inspect gate mechanism and sensors within 3 days.,,,,,,,,,,,,,,,,3.54,12.6,89.8
12b69805-bf18-4898-8c2c-333fdfa4d891,EL-1016,electric_loco,Panadura,Colombo Fort - Badulla,2026-03-18,176,none,0,70.61,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue normal service cycle. No action required.,93.2,3.57,3.78,88.8,,,,,,,,,,,,,,
914fa689-4ee3-4ecd-a31f-8f3c9492b93f,DE-1019,diesel_engine,Jaffna,Colombo Fort - Jaffna,2026-06-16,86,fuel_pump_fault,5,53.57,AMBER,"Fuel delivery pressure below spec at 180 bar. Pump replaced, pressure verified at 220 bar.",Schedule inspection within 7 days. Check oil and cooling system.,97.9,3.63,3.31,80.8,,,,,,,,,,,,,,
b4b421e7-60e9-49a3-a32a-59209f3601fe,BG-1029,bogie,Veyangoda,Colombo Fort - Jaffna,2026-07-22,50,suspension_worn,1,78.62,GREEN,Secondary suspension air bag deflated during inspection. Leak found at fitting. Re-sealed.,Continue normal inspection schedule. Next check in 30 days.,,2.6,,,52.9,130.1,,,,,,,,,,,,
8407cae6-01a6-4b50-93f2-9c8aad9e7fea,SG-1023,signal_unit,Moratuwa,Kandy - Badulla,2026-04-01,162,none,0,68.31,AMBER,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Check relay contacts and response time within 2 days.,,,,,,,,,,191,23.9,0.295,,,,,,
3d58479b-9a46-4a61-8b58-cff46735754c,BR-1015,brake_system,Vavuniya,Colombo Fort - Trincomalee,2026-07-02,70,none,0,88.26,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue routine checks. No immediate action required.,,,,,,,16.1,6.36,261,,,,,,,,,
c63e8cbf-fb5f-4bd6-9a77-d6326b67b8d0,TR-1018,track_section,Ragama,Kandy - Badulla,2026-08-18,23,none,0,91.5,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue routine geometry inspections.,,,,,,,,,,,,,0.46,0.67,0,,,
51e67ffe-850a-46e4-9eab-33bf423a125c,BR-1016,brake_system,Batticaloa,Colombo Fort - Matara,2026-03-28,166,none,0,64.37,AMBER,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Inspect brake pads and cylinders within 3 days. Test stopping distance.,,,,,,,12.1,5.57,303,,,,,,,,,
d9cbbcb9-96b1-4e01-9fe8-a16dd0068c44,PG-1009,platform_gate,Ragama,Colombo Fort - Matara,2026-03-29,165,motor_worn,4,48.63,AMBER,Motor bearing producing noise at low speed. Bearing replaced. Noise eliminated.,Inspect door mechanism and drive motor within 3 days.,,,,,,,,,,,,,,,,4.92,14.1,84.7
58e0340c-843d-44f1-b010-5933dba69f6d,BG-1030,bogie,Polonnaruwa,Colombo Fort - Jaffna,2026-03-21,173,none,0,63.14,AMBER,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Inspect wheel profile and axle bearings within 7 days.,,3.52,,,49.7,129.9,,,,,,,,,,,,
ca14e1a1-8ebb-4077-968d-664bb8f23e54,BG-1031,bogie,Hikkaduwa,Colombo Fort - Trincomalee,2026-03-26,168,none,0,67.9,AMBER,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Inspect wheel profile and axle bearings within 7 days.,,2.86,,,51.3,131.5,,,,,,,,,,,,
4cb12d23-5641-4385-82a2-2b3ab3c00633,BG-1032,bogie,Kalutara,Kandy - Badulla,2026-03-25,169,none,0,70.45,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal inspection schedule. Next check in 30 days.,,2.09,,,45.9,130.2,,,,,,,,,,,,
fc8eff6e-3660-454e-a25f-e1756793e39b,TR-1019,track_section,Aluthgama,Kandy - Badulla,2026-03-19,175,none,0,70.36,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue routine geometry inspections.,,,,,,,,,,,,,4.18,2.62,10.0,,,
528881ed-48bb-4bc4-864f-b1194994af4c,EL-1017,electric_loco,Kurunegala,Colombo Fort - Jaffna,2026-05-09,124,none,0,74.28,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue normal service cycle. No action required.,88.3,3.04,3.76,90.2,,,,,,,,,,,,,,
d7e7a506-c92c-48e0-bbbc-8729f4213991,TR-1020,track_section,Trincomalee,Kandy - Badulla,2026-04-29,134,rail_crack,4,52.83,AMBER,Transverse defect found by ultrasonic trolley at KM 42.3. 40m rail section replaced.,Schedule track geometry check within 5 days. Inspect rail joints.,,,,,,,,,,,,,5.4,3.88,17.5,,,
af4a98f1-959f-4316-bd8e-b911f7fda989,SG-1024,signal_unit,Maradana,Colombo Fort - Badulla,2026-06-09,93,none,0,79.92,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue normal monitoring schedule.,,,,,,,,,,192,23.0,0.243,,,,,,
4f3bfdce-0bab-4709-a4af-39a6702d45e9,BG-1033,bogie,Maho,Colombo Fort - Jaffna,2026-05-13,120,none,0,77.59,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal inspection schedule. Next check in 30 days.,,2.93,,,43.4,131.2,,,,,,,,,,,,
cd08e6eb-8e18-4529-b957-cfb761f29b7b,TR-1021,track_section,Matara,Colombo Fort - Matara,2026-05-26,107,none,0,80.83,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue routine geometry inspections.,,,,,,,,,,,,,1.48,1.68,7.9,,,
1f497b89-82b5-4175-b3a7-aef05750214e,LC-1010,level_crossing,Hambantota,Colombo Fort - Kandy,2026-05-01,132,none,0,71.15,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue routine operational checks.,,,,,,,,,,,,,,,,4.15,11.3,96.1
ef4f22a4-1ffd-4db1-909f-b386ed6b31c4,TR-1022,track_section,Ragama,Colombo Fort - Galle,2026-05-18,115,none,0,80.52,GREEN,Inspection passed. Sensor readings nominal. Documentation updated in maintenance log.,Continue routine geometry inspections.,,,,,,,,,,,,,2.12,1.33,8.0,,,
118d5690-4506-46e2-9f24-c42bc7b2b6f7,PG-1010,platform_gate,Peradeniya,Colombo Fort - Galle,2026-09-03,7,none,0,100.0,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue routine operational checks.,,,,,,,,,,,,,,,,2.78,7.9,100.0
ee45ccff-7018-4302-997c-e379ff0369ee,BG-1034,bogie,Trincomalee,Colombo Fort - Badulla,2026-03-16,178,none,0,65.65,AMBER,Routine inspection completed. No issues found. All readings within normal range.,Inspect wheel profile and axle bearings within 7 days.,,2.76,,,47.4,128.4,,,,,,,,,,,,
9eed5673-5429-48cb-beac-78b5ea7c214f,BG-1035,bogie,Trincomalee,Colombo Fort - Galle,2026-04-23,140,none,0,67.6,AMBER,Routine inspection completed. No issues found. All readings within normal range.,Inspect wheel profile and axle bearings within 7 days.,,2.8,,,53.3,129.4,,,,,,,,,,,,
9d487452-fa85-4563-9852-948ad07e29a1,DE-1020,diesel_engine,Nanu Oya,Kandy - Badulla,2026-04-04,159,none,0,76.82,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue normal scheduled maintenance. Next service in 30 days.,89.6,2.85,3.9,85.9,,,,,,,,,,,,,,
1bea5335-039b-4f60-adfc-a4c13f83813d,BG-1036,bogie,Colombo Fort,Colombo Fort - Matara,2026-06-12,90,none,0,79.64,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue normal inspection schedule. Next check in 30 days.,,1.71,,,49.2,134.3,,,,,,,,,,,,
d2102568-02b8-4fe6-903e-049ee43fcded,PG-1011,platform_gate,Hambantota,Colombo Fort - Matara,2026-05-04,129,none,0,80.45,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue routine operational checks.,,,,,,,,,,,,,,,,3.02,10.7,90.4
dadb44ef-7490-46c9-890e-e0eb6e779491,SG-1025,signal_unit,Peradeniya,Colombo Fort - Trincomalee,2026-08-24,17,none,0,81.57,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal monitoring schedule.,,,,,,,,,,169,22.6,0.202,,,,,,
816d2f04-2d39-4fe3-893e-068f8ad7b8a8,DE-1021,diesel_engine,Peradeniya,Colombo Fort - Matara,2026-06-16,86,none,0,72.59,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue normal scheduled maintenance. Next service in 30 days.,89.7,3.61,3.51,87.2,,,,,,,,,,,,,,
f5a2c8dc-6509-4d5c-9e0b-e72920794899,TR-1023,track_section,Ragama,Kandy - Badulla,2026-05-16,117,rail_crack,3,62.11,AMBER,Surface crack detected at welded joint. Joint ground flush and re-inspected. No defect.,Schedule track geometry check within 5 days. Inspect rail joints.,,,,,,,,,,,,,3.54,3.36,12.3,,,
d13a4cca-f2fc-4b7f-a07e-607abb9a3870,BG-1037,bogie,Polonnaruwa,Kandy - Badulla,2026-07-24,48,none,0,88.01,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal inspection schedule. Next check in 30 days.,,1.54,,,39.8,132.5,,,,,,,,,,,,
afb46446-1fad-4467-b51f-340796976c64,BR-1017,brake_system,Hatton,Kandy - Badulla,2026-05-21,112,none,0,66.12,AMBER,Monthly service carried out. Fluid levels checked. All systems operating normally.,Inspect brake pads and cylinders within 3 days. Test stopping distance.,,,,,,,15.0,5.47,291,,,,,,,,,
1fb49d90-809d-4680-b9a2-963b72682844,BG-1038,bogie,Ragama,Kandy - Badulla,2026-05-25,108,bearing_noise,3,51.68,AMBER,Axle bearing temperature elevated at 78 degrees. Bearing replaced. Now running at 42 degrees.,Inspect wheel profile and axle bearings within 7 days.,,3.73,,,64.4,128.3,,,,,,,,,,,,
1f4c1833-48b0-4c6f-8595-0f8d4f35d6bf,BG-1039,bogie,Panadura,Kandy - Badulla,2026-05-24,109,axle_crack,3,45.9,AMBER,Ultrasonic inspection revealed hairline crack in axle journal. Asset grounded for axle replacement.,Inspect wheel profile and axle bearings within 7 days.,,4.8,,,61.5,126.2,,,,,,,,,,,,
b0c1b102-5e5c-416d-8d71-176db40c85fc,DE-1022,diesel_engine,Kalutara,Colombo Fort - Badulla,2026-06-09,93,none,0,79.5,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue normal scheduled maintenance. Next service in 30 days.,82.5,3.3,4.06,87.0,,,,,,,,,,,,,,
c20f0b82-c511-4285-bce8-dc63e8fdd074,DE-1023,diesel_engine,Polonnaruwa,Kandy - Badulla,2026-06-09,93,none,0,74.67,GREEN,Periodic check completed. Torque checked on all fasteners. No corrective action required.,Continue normal scheduled maintenance. Next service in 30 days.,87.1,3.0,3.99,88.7,,,,,,,,,,,,,,
8e0e035d-8b96-4e4d-8555-10b6e05ed72c,BG-1040,bogie,Polonnaruwa,Colombo Fort - Kandy,2026-04-17,146,axle_crack,1,48.07,AMBER,Crack depth measured at 2mm on non-critical surface. Monitoring with weekly checks.,Inspect wheel profile and axle bearings within 7 days.,,4.73,,,66.1,127.3,,,,,,,,,,,,
90a671d0-3e4d-47a4-b1dc-53019496cfcd,LC-1011,level_crossing,Gampaha,Colombo Fort - Jaffna,2026-07-06,66,none,0,85.52,GREEN,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Continue routine operational checks.,,,,,,,,,,,,,,,,3.48,9.1,88.6
024318d6-b1ee-4717-9964-233badd67865,DE-1024,diesel_engine,Jaffna,Colombo Fort - Kandy,2026-05-18,115,starter_failure,3,53.55,AMBER,Intermittent starting issues. Traced to corroded battery terminals. Cleaned and torqued.,Schedule inspection within 7 days. Check oil and cooling system.,95.8,4.05,3.07,81.1,,,,,,,,,,,,,,
8bea0306-4ce7-4c44-8eac-0b1aae0c8506,TR-1024,track_section,Ambalangoda,Kandy - Badulla,2026-03-15,179,none,0,63.89,AMBER,Scheduled preventive maintenance carried out. Lubrication and cleaning completed.,Schedule track geometry check within 5 days. Inspect rail joints.,,,,,,,,,,,,,4.5,2.54,13.6,,,
1817818f-7a45-4162-af72-357c2d122402,BG-1041,bogie,Galle,Colombo Fort - Kandy,2026-06-10,92,none,0,81.98,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue normal inspection schedule. Next check in 30 days.,,1.57,,,50.2,131.0,,,,,,,,,,,,
69c7838d-e23b-4470-a6dc-cad333c82949,DE-1025,diesel_engine,Hatton,Kandy - Badulla,2026-05-11,122,none,0,72.47,GREEN,Routine inspection completed. No issues found. All readings within normal range.,Continue normal scheduled maintenance. Next service in 30 days.,88.1,2.6,4.29,88.9,,,,,,,,,,,,,,
a53583b9-e583-4b3c-b3c6-5b0e27153ac6,BR-1018,brake_system,Aluthgama,Colombo Fort - Matara,2026-06-14,88,cylinder_leak,2,39.15,RED,Air cylinder leaking 0.3 bar per minute. Piston seal replaced. Now holding pressure.,Withdraw from service immediately. Brake system replacement required. See Brake Manual Section 5.,,,,,,,9.1,4.68,332,,,,,,,,,
663086df-ed72-4c80-8419-e2cf38d6e059,TR-1025,track_section,Matara,Colombo Fort - Galle,2026-06-25,77,ballast_shortage,5,61.32,AMBER,Track geometry out of spec. Full tamping run completed. Geometry now within tolerance.,Schedule track geometry check within 5 days. Inspect rail joints.,,,,,,,,,,,,,4.2,3.55,11.2,,,
e358550d-d31d-4a95-9caa-fa1f74d6be27,EL-1018,electric_loco,Hambantota,Colombo Fort - Jaffna,2026-08-09,32,none,0,88.0,GREEN,Monthly service carried out. Fluid levels checked. All systems operating normally.,Continue normal service cycle. No action required.,79.5,1.97,3.99,88.5,,,,,,,,,,,,,,
